source;target;date;origin;destination
380;334;1773-2-26;Montbéliard, Doubs (department), Franche-Comté, France, Europe;Unknown
2;146;1773-2-27;Unknown;Unknown
321;2;1773-2-27;Paris, Ville de Paris (department), Île-de-France, France, Europe;Ferney-Voltaire, Ain, Rhône-Alpes, France, Europe
2;373;1773-2-27;Unknown;Unknown
2;465;1773-2-27;Unknown;Unknown
2;954;1773-2-27;Unknown;Unknown
183;2;1773-2-28;Versailles, Yvelines (department), Île-de-France, France, Europe;Unknown
2;373;1773-2-28;Unknown;Unknown
2;373;1773-2-28;Unknown;Geneva, canton of Geneva, Switzerland, Europe
2;373;1773-2-28;Unknown;Unknown
2;340;1773-2-28;Unknown;Unknown
2;739;1773-2-3;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;264;1773-2-3;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
321;2;1773-2-4;Unknown;Unknown
183;2;1773-2-4;Versailles, Yvelines (department), Île-de-France, France, Europe;Unknown
2;1432;1773-2-5;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;482;1773-2-6;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;801;1773-2-6;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;373;1773-2-7;Unknown;Unknown
2;558;1773-2-8;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;146;1773-2-8;Unknown;Unknown
2;482;1773-2-8;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Gex, Ain, Rhône-Alpes, France, Europe
2;1590;1773-2-8;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;801;1773-2-8;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Lyons, Rhône, Rhône-Alpes, France, Europe
321;2;1773-2-9;Unknown;Unknown
2;321;1773-3-1;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;828;1773-3-1;Unknown;Unknown
2;651;1773-3-1;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
87;2;1773-3-1;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;373;1773-3-1;Unknown;Unknown
2;1702;1773-3-1;Unknown;Unknown
2;482;1773-3-10;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
547;382;1773-3-10;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;373;1773-3-10;Unknown;Unknown
2;482;1773-3-11;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;250;1773-3-13;Unknown;Unknown
2;801;1773-3-13;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
547;1703;1773-3-14;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;641;1773-3-14;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
607;2;1773-3-14;Saint Petersburg, Sankt-Peterburg (autonomous city), Rossiya, Russia, Asia;Unknown
2;373;1773-3-15;Unknown;Unknown
2;373;1773-3-15;Unknown;Geneva, canton of Geneva, Switzerland, Europe
2;146;1773-3-17;Unknown;Unknown
2;651;1773-3-17;Unknown;Unknown
564;2;1773-3-18;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;87;1773-3-19;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;801;1773-3-19;Unknown;Unknown
377;2;1773-3-19;Unknown;Unknown
183;2;1773-3-19;Versailles, Yvelines (department), Île-de-France, France, Europe;Unknown
380;1704;1773-3-19;Unknown;Unknown
2;183;1773-3-19;Unknown;Unknown
881;954;1773-3-2;Neuchâtel, canton of Neuchâtel, Switzerland, Europe;Unknown
2;801;1773-3-20;Unknown;Unknown
463;632;1773-3-20;Geneva, canton of Genève, Switzerland, Europe;Unknown
2;373;1773-3-20;Unknown;Geneva, canton of Geneva, Switzerland, Europe
2;884;1773-3-22;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;1561;1773-3-22;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Lyons, Rhône, Rhône-Alpes, France, Europe
2;482;1773-3-23;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Gex, Ain, Rhône-Alpes, France, Europe
2;992;1773-3-24;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Lyons, Rhône, Rhône-Alpes, France, Europe
2;801;1773-3-24;Unknown;Unknown
427;500;1773-3-24;Argenteuil, Val-d'Oise (department), Île-de-France, France, Europe;Geneva, canton of Geneva, Switzerland, Europe
2;607;1773-3-25;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;373;1773-3-25;Unknown;Geneva, canton of Geneva, Switzerland, Europe
2;963;1773-3-26;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;321;1773-3-27;Unknown;Unknown
2;651;1773-3-27;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;801;1773-3-27;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
261;2;1773-3-28;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;377;1773-3-29;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;735;1773-3-29;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;1559;1773-3-29;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;651;1773-3-29;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;250;1773-3-29;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;801;1773-3-29;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
558;2;1773-3-29;Unknown;Unknown
2;739;1773-3-3;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;632;1773-3-31;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;1561;1773-3-31;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Lyons, Rhône, Rhône-Alpes, France, Europe
2;801;1773-3-31;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
183;2;1773-3-31;Versailles, Yvelines (department), Île-de-France, France, Europe;Unknown
2;373;1773-3-31;Unknown;Geneva, canton of Geneva, Switzerland, Europe
840;2;1773-3-31;Unknown;Unknown
2;373;1773-3-5;Unknown;Unknown
2;801;1773-3-9;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;309;1773-4-10;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;735;1773-4-10;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;651;1773-4-10;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;801;1773-4-10;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
884;2;1773-4-10;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;698;1773-4-10;Unknown;Unknown
2;321;1773-4-11;Unknown;Unknown
2;183;1773-4-11;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;309;1773-4-12;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;482;1773-4-12;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;801;1773-4-12;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;896;1773-4-13;Unknown;Unknown
380;2;1773-4-13;Unknown;Unknown
2;382;1773-4-14;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;897;1773-4-14;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
847;2;1773-4-14;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
840;2;1773-4-15;Unknown;Unknown
2;801;1773-4-17;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
632;2;1773-4-17;Kassel, Kassel district, Hesse (state), Germany, Europe;Unknown
2;321;1773-4-19;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;146;1773-4-19;Unknown;Unknown
2;651;1773-4-19;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;1705;1773-4-20;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;607;1773-4-20;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;261;1773-4-20;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;380;1773-4-20;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
321;2;1773-4-20;Paris, Ville de Paris (department), Île-de-France, France, Europe;Ferney-Voltaire, Ain, Rhône-Alpes, France, Europe
651;2;1773-4-20;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;87;1773-4-22;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;1454;1773-4-23;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;840;1773-4-23;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;562;1773-4-25;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;1454;1773-4-26;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Bordeaux, Gironde, Aquitaine, France, Europe
2;704;1773-4-26;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;562;1773-4-26;Unknown;Geneva, canton of Geneva, Switzerland, Europe
2;183;1773-4-26;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
321;2;1773-4-27;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
801;2;1773-4-27;Lyons, Rhône (department), Rhône-Alpes, France, Europe;Unknown
2;847;1773-4-28;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;698;1773-4-28;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;250;1773-4-28;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;739;1773-4-28;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;801;1773-4-28;Unknown;Unknown
896;2;1773-4-28;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
427;500;1773-4-30;Argenteuil, Val-d'Oise (department), Île-de-France, France, Europe;Geneva, canton of Geneva, Switzerland, Europe
2;801;1773-4-4;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
87;2;1773-4-4;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
897;2;1773-4-4;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;146;1773-4-6;Unknown;Unknown
2;564;1773-4-6;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;797;1773-4-6;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Hornoy-le-Bourg, Somme, Picardie, France, Europe
2;835;1773-4-6;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;641;1773-4-6;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;558;1773-4-6;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
321;2;1773-4-6;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
898;2;1773-4-6;Unknown;Unknown
2;984;1773-4-6;Unknown;St Claude, Jura, Franche-Comté, France, Europe
2;992;1773-4-9;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Lyons, Rhône, Rhône-Alpes, France, Europe
2;500;1773-5-10;Unknown;Unknown
2;562;1773-5-12;Unknown;Geneva, canton of Geneva, Switzerland, Europe
2;1561;1773-5-12;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;801;1773-5-12;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;500;1773-5-12;Unknown;Geneva, canton of Geneva, Switzerland, Europe
321;2;1773-5-13;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;146;1773-5-14;Unknown;Unknown
2;801;1773-5-14;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;183;1773-5-15;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;899;1773-5-15;Unknown;Unknown
2;1706;1773-5-15;Unknown;Unknown
2;373;1773-5-15;Unknown;Unknown
828;2;1773-5-16;Paris, Ville de Paris (department), Île-de-France, France, Europe;Ferney-Voltaire, Ain, Rhône-Alpes, France, Europe
2;289;1773-5-17;Unknown;Unknown
2;651;1773-5-17;Unknown;Unknown
87;2;1773-5-17;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;373;1773-5-17;Unknown;Unknown
651;2;1773-5-18;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;321;1773-5-19;Unknown;Unknown
2;309;1773-5-19;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;658;1773-5-19;Unknown;Unknown
2;717;1773-5-19;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;321;1773-5-20;Unknown;Unknown
2;984;1773-5-20;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;St Claude, Jura, Franche-Comté, France, Europe
2;984;1773-5-20;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;St Claude, Jura, Franche-Comté, France, Europe
2;373;1773-5-20;Unknown;Unknown
899;1707;1773-5-21;Geneva, canton of Genève, Switzerland, Europe;Unknown
2;658;1773-5-22;Unknown;Unknown
2;651;1773-5-22;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;801;1773-5-22;Geneva, canton of Genève, Switzerland, Europe;Lyons, Rhône, Rhône-Alpes, France, Europe
2;801;1773-5-22;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;828;1773-5-23;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;735;1773-5-24;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;847;1773-5-24;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;651;1773-5-24;Unknown;Unknown
2;801;1773-5-24;Unknown;Unknown
2;422;1773-5-25;Unknown;Unknown
2;409;1773-5-25;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
900;2;1773-5-25;Rouen, Seine-Maritime (department), Haute-Normandie, France, Europe;Unknown
2;1708;1773-5-28;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;801;1773-5-29;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
119;936;1773-5-3;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Gex, Ain, Rhône-Alpes, France, Europe
2;651;1773-5-31;Unknown;Unknown
2;717;1773-5-31;Unknown;Unknown
2;801;1773-5-31;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;481;1773-5-31;Unknown;Unknown
2;984;1773-5-31;Unknown;St Claude, Jura, Franche-Comté, France, Europe
2;422;1773-5-4;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;409;1773-5-4;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;658;1773-5-5;Unknown;Unknown
2;183;1773-5-5;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;500;1773-5-5;Unknown;Unknown
2;279;1773-5-7;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;321;1773-5-8;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;146;1773-5-8;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;651;1773-5-8;Unknown;Unknown
2;801;1773-5-8;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
176;2;1773-5-8;Bouillon, Luxembourg (province), Wallonie, Belgium, Europe;Unknown
2;24;1773-6-1;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;963;1773-6-10;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;651;1773-6-12;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
614;2;1773-6-12;Naples, Napoli (province), Campania, Italy, Europe;Unknown
2;562;1773-6-15;Unknown;Geneva, canton of Geneva, Switzerland, Europe
2;954;1773-6-15;Unknown;Bourdigny, canton of Geneva, Switzerland, Europe
2;373;1773-6-15;Unknown;Unknown
2;321;1773-6-16;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;1561;1773-6-16;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
380;409;1773-6-16;Unknown;Unknown
2;482;1773-6-17;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;1709;1773-6-17;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
624;980;1773-6-17;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Nancy, Meurthe-et-Moselle, Lorraine, France, Europe
2;1595;1773-6-19;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;321;1773-6-2;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;801;1773-6-2;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
775;2;1773-6-20;Unknown;Unknown
2;373;1773-6-20;Unknown;Unknown
2;422;1773-6-21;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Montbéliard, Doubs, Franche Comté, France, Europe
2;1561;1773-6-21;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
901;2;1773-6-22;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;321;1773-6-26;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;651;1773-6-26;Unknown;Unknown
2;146;1773-6-28;Unknown;Unknown
2;884;1773-6-28;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;954;1773-6-3;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Bourdigny, canton of Geneva, Switzerland, Europe
2;636;1773-6-30;Unknown;Unknown
2;321;1773-6-30;Unknown;Unknown
2;373;1773-6-30;Unknown;Unknown
2;373;1773-6-30;Unknown;Unknown
2;1710;1773-6-30;Unknown;Unknown
547;373;1773-6-30;Unknown;Unknown
2;837;1773-6-4;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Neuchâtel, canton of Neuchâtel, Switzerland, Europe
2;183;1773-6-4;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;717;1773-6-4;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;146;1773-6-5;Unknown;Unknown
902;2;1773-6-5;Geneva, canton of Genève, Switzerland, Europe;Unknown
2;321;1773-6-7;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;797;1773-6-7;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Hornoy-le-Bourg, Somme, Picardie, France, Europe
2;562;1773-6-7;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Geneva, canton of Geneva, Switzerland, Europe
119;382;1773-6-7;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;186;1773-7-10;Unknown;Unknown
2;482;1773-7-10;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;604;1773-7-10;Unknown;Unknown
2;801;1773-7-10;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;1454;1773-7-11;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Bordeaux, Gironde, Aquitaine, France, Europe
607;2;1773-7-11;Peterhof, Saint Petersburg, Sankt-Peterburg (autonomous city), Rossiya, Russia, Asia;Unknown
409;380;1773-7-11;Colmar, Haut-Rhin (department), Alsace, France, Europe;Unknown
2;894;1773-7-12;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;651;1773-7-12;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
183;2;1773-7-12;Unknown;Unknown
2;482;1773-7-13;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;321;1773-7-14;Unknown;Unknown
2;309;1773-7-14;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;801;1773-7-14;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
380;2;1773-7-14;Unknown;Ferney-Voltaire, Ain, Rhône-Alpes, France, Europe
903;2;1773-7-15;Unknown;Ferney-Voltaire, Ain, Rhône-Alpes, France, Europe
2;465;1773-7-15;Unknown;Unknown
904;2;1773-7-16;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;651;1773-7-17;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;146;1773-7-19;Unknown;Unknown
2;183;1773-7-19;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;482;1773-7-2;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;183;1773-7-21;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;250;1773-7-24;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;321;1773-7-24;Unknown;Unknown
2;888;1773-7-24;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;651;1773-7-24;Unknown;Unknown
847;651;1773-7-24;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;801;1773-7-25;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;651;1773-7-28;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;651;1773-7-28;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;901;1773-7-3;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;321;1773-7-3;Unknown;Unknown
2;409;1773-7-3;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;1561;1773-7-3;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
775;2;1773-7-3;Unknown;Unknown
2;377;1773-7-30;Unknown;Unknown
2;904;1773-7-31;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;797;1773-7-5;Unknown;Hornoy-le-Bourg, Somme, Picardie, France, Europe
119;482;1773-7-5;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Gex, Ain, Rhône-Alpes, France, Europe
2;903;1773-7-5;Unknown;Unknown
2;482;1773-7-6;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Gex, Ain, Rhône-Alpes, France, Europe
2;704;1773-7-7;Unknown;Unknown
2;1679;1773-7-7;Unknown;Unknown
2;380;1773-7-7;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;183;1773-7-7;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;607;1773-8-10;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
801;2;1773-8-10;Unknown;Unknown
2;651;1773-8-11;Unknown;Unknown
2;651;1773-8-11;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;607;1773-8-12;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
87;2;1773-8-12;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;377;1773-8-13;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;651;1773-8-13;Unknown;Unknown
2;183;1773-8-13;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;1561;1773-8-13;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
789;1709;1773-8-13;Strawberry Hill, Twickenham, Richmond upon Thames (borough), Greater London, England, United Kingdom, Europe;Unknown
2;500;1773-8-14;Unknown;Geneva, canton of Geneva, Switzerland, Europe
2;1561;1773-8-16;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;383;1773-8-16;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Les Délices, Geneva, canton of Geneva, Switzerland, Europe
2;792;1773-8-17;Unknown;Unknown
2;651;1773-8-19;Unknown;Unknown
2;801;1773-8-19;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;1711;1773-8-19;Unknown;Unknown
2;651;1773-8-19;Unknown;Unknown
2;321;1773-8-2;Unknown;Unknown
826;373;1773-8-2;Unknown;Unknown
2;1712;1773-8-20;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
373;826;1773-8-20;Geneva, canton of Genève, Switzerland, Europe;Neuchâtel, canton of Neuchâtel, Switzerland, Europe
88;382;1773-8-24;Paris, Ville de Paris (department), Île-de-France, France, Europe;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;651;1773-8-25;Unknown;Unknown
2;183;1773-8-26;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;146;1773-8-27;Unknown;Unknown
2;730;1773-8-27;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;1305;1773-8-29;Unknown;Unknown
2;1561;1773-8-30;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;383;1773-8-31;Unknown;Les Délices, Geneva, canton of Geneva, Switzerland, Europe
2;828;1773-8-4;Unknown;Unknown
2;651;1773-8-6;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;801;1773-8-6;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
377;2;1773-8-6;Unknown;Unknown
2;279;1773-8-7;Unknown;Unknown
2;183;1773-8-7;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;651;1773-8-9;Unknown;Unknown
2;250;1773-8-9;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;24;1773-8-9;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;249;1773-9-1;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;377;1773-9-10;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;651;1773-9-10;Unknown;Unknown
2;1676;1773-9-10;Unknown;Unknown
2;446;1773-9-11;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;1713;1773-9-12;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
119;24;1773-9-12;Ferney-Voltaire, Ain (department), Rhône-Alpes, France, Europe;Unknown
2;146;1773-9-14;Unknown;Unknown
