source;target;date;origin;destination
1;1036;1704-12-29;Paris, Ville de Paris (department), Île-de-France, France, Europe;Châteigneraye, France, Europe
2;389;1711-5-23;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;389;1711-5-8;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;389;1711-6-3;Paris, Ville de Paris (department), Île-de-France, France, Europe;Châlon-sur-Saône, Saône-et-Loire, Bourgogne, France, Europe
2;389;1711-7-23;Unknown;Unknown
2;389;1711-8-7;Unknown;Dijon, Côte-d'Or, Bourgogne, France, Europe
2;3;1713-11-25;Unknown;Unknown
2;3;1713-11-28;Unknown;Unknown
2;3;1713-11-30;Unknown;Unknown
2;3;1713-12-10;Unknown;Unknown
2;3;1713-12-13;Unknown;Unknown
2;3;1713-12-16;Unknown;Unknown
2;3;1713-12-19;Unknown;Unknown
2;3;1713-12-2;Unknown;Unknown
2;6;1713-12-25;Unknown;Unknown
2;3;1713-12-28;Unknown;Unknown
2;3;1713-12-4;Unknown;Unknown
2;3;1713-12-4;Unknown;Unknown
2;3;1713-12-6;The Hague, South Holland (province), Netherlands, Europe;Unknown
3;2;1713-12-6;Unknown;Unknown
2;3;1714-1-2;Unknown;Unknown
2;3;1714-1-20;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;3;1714-2-10;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;4;1714-6-15;Unknown;Unknown
4;2;1714-6-15;Unknown;Unknown
5;2;1714-9-25;Paris, Ville de Paris (department), Île-de-France, France, Europe;Aubervilliers, Seine-Saint-Denis, Île-de-France, France, Europe
4;1037;1715-4-8;Solothurn, canton of Solothurn, Switzerland, Europe;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;1038;1715-6-25;Unknown;Unknown
6;1039;1716-10-20;Unknown;Unknown
2;22;1716-12-31;Unknown;Unknown
7;2;1716-5-15;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
7;2;1716-5-15;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
8;7;1716-5-4;Unknown;Unknown
2;9;1716-7-11;Sully-sur-Loire, Loiret (department), Centre, France, Europe;Unknown
9;2;1716-7-16;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;75;1716-7-20;Sully-sur-Loire, Loiret (department), Centre, France, Europe;Unknown
2;9;1716-7-20;Sully-sur-Loire, Loiret (department), Centre, France, Europe;Unknown
2;1040;1716-7-20;Sully-sur-Loire, Loiret (department), Centre, France, Europe;Unknown
10;1041;1716-8-1;Unknown;Unknown
9;10;1716-8-1;Unknown;Unknown
2;1042;1716-8-1;Unknown;Unknown
2;1038;1716-8-1;Unknown;Unknown
2;1043;1716-8-1;Unknown;Unknown
2;24;1716-9-1;Sully-sur-Loire, Loiret (department), Centre, France, Europe;Unknown
11;13;1717-12-31;Unknown;Unknown
12;13;1717-5-10;Unknown;Unknown
8;13;1717-5-15;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
13;7;1717-5-16;Unknown;Unknown
14;13;1717-5-16;Unknown;Unknown
15;1044;1717-5-17;Paris, Ville de Paris (department), Île-de-France, France, Europe;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;1045;1717-5-17;Unknown;Unknown
16;13;1717-5-17;Unknown;Unknown
16;13;1717-5-19;Unknown;Unknown
2;1044;1717-5-21;Unknown;Unknown
16;13;1717-5-21;Unknown;Unknown
7;2;1718-10-12;Unknown;Unknown
2;1046;1718-10-31;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;1047;1718-10-31;Unknown;Unknown
2;8;1718-11-30;Unknown;Unknown
15;1044;1718-4-10;Paris, Ville de Paris (department), Île-de-France, France, Europe;Paris, Ville de Paris (department), Île-de-France, France, Europe
17;1044;1718-4-10;Unknown;Unknown
2;17;1718-4-15;Châtenay, near Sceaux, Hauts-de-Seine (department), Île-de-France, France, Europe;Unknown
2;7;1718-5-19;Unknown;Unknown
7;2;1718-5-19;Unknown;Unknown
2;7;1718-5-2;Châtenay, near Sceaux, Hauts-de-Seine (department), Île-de-France, France, Europe;Unknown
2;1048;1718-6-12;Châtenay, near Sceaux, Hauts-de-Seine (department), Île-de-France, France, Europe;Unknown
7;2;1718-7-11;Unknown;Unknown
7;2;1718-7-23;Unknown;Unknown
2;7;1718-7-4;Unknown;Unknown
7;2;1718-8-8;Unknown;Unknown
18;1049;1719-2-4;Unknown;Unknown
2;4;1719-3-1;Unknown;Unknown
4;2;1719-3-25;Vienne, Isère (department), Rhône-Alpes, France, Europe;Unknown
19;4;1719-3-25;Lyons, Rhône (department), Rhône-Alpes, France, Europe;Unknown
4;19;1719-4-29;Vienne, Isère (department), Rhône-Alpes, France, Europe;Unknown
2;17;1719-5-10;Unknown;Unknown
20;1050;1719-5-3;Paris, Ville de Paris (department), Île-de-France, France, Europe;Château de Balleroy, Balleroy, Bayeux, Calvados, Basse-Normandie, France, Europe
2;1046;1719-6-20;Paris, Ville de Paris (department), Île-de-France, France, Europe;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;1046;1719-6-20;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;1051;1719-6-20;château de Sully, Sully-sur-Loire, Loiret (department), Centre, France, Europe;Unknown
19;4;1719-6-25;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;1038;1719-6-30;Unknown;Unknown
21;2;1719-6-30;Unknown;Unknown
2;21;1719-7-31;Unknown;Unknown
2;1038;1719-7-31;Unknown;Unknown
2;1038;1719-8-31;Vaux-Villars, Melun, Seine-et-Marne (department), Île-de-France, France, Europe;Unknown
2;22;1720-12-31;Paris, Ville de Paris (department), Île-de-France, France, Europe;Melun, Seine-et-Marne, Île-de-France, France, Europe
2;282;1720-12-31;Unknown;Unknown
2;1046;1720-12-31;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
19;4;1720-5-26;Lyons, Rhône (department), Rhône-Alpes, France, Europe;Unknown
2;1045;1720-8-18;"Paris, Ville de Paris (department), Île-de-France, France,
                     Europe";Unknown
2;22;1721-10-15;Unknown;Unknown
2;1052;1721-10-25;Unknown;Unknown
2;8;1721-10-25;Unknown;Unknown
2;22;1721-10-25;Richelieu, Indre-et-Loire (department), Centre, France, Europe;Unknown
2;22;1721-11-13;Le Bruel, near Jargeau, Loiret (department), Centre, France, Europe;Unknown
2;1046;1721-12-31;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;22;1721-12-31;Unknown;Unknown
2;1053;1721-6-1;Vaux-Villars, Melun, Seine-et-Marne (department), Île-de-France, France, Europe;Unknown
2;22;1721-6-2;Unknown;Unknown
2;22;1721-7-31;Unknown;Unknown
22;2;1721-8-31;Unknown;Unknown
2;1054;1722-10-2;Unknown;Unknown
2;22;1722-10-2;The Hague, South Holland (province), Netherlands, Europe;Unknown
2;1055;1722-10-2;Unknown;Unknown
2;22;1722-10-27;Morlanwelz-Mariemont, Hainaut (province), Wallonie, Belgium, Europe;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;24;1722-10-30;Cambrai, Nord (department), Nord-Pas-de-Calais, France, Europe;Unknown
2;22;1722-10-5;Unknown;Unknown
2;135;1722-10-7;The Hague, South Holland (province), Netherlands, Europe;Unknown
2;22;1722-10-8;The Hague, South Holland (province), Netherlands, Europe;Unknown
2;22;1722-11-30;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;22;1722-11-30;Le Bruel, near Jargeau, Loiret (department), Centre, France, Europe;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;22;1722-12-1;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;318;1722-12-10;Unknown;Unknown
2;22;1722-12-12;château d'Ussé, Rigny-Ussé, Indre-et-Loire (department), Centre, France, Europe;Unknown
2;22;1722-12-19;château d'Ussé, Rigny-Ussé, Indre-et-Loire (department), Centre, France, Europe;Unknown
2;22;1722-12-25;Unknown;Unknown
2;22;1722-12-27;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;22;1722-12-4;Blois, Loir-et-Cher (department), Centre, France, Europe;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;22;1722-12-5;château d'Ussé, Rigny-Ussé, Indre-et-Loire (department), Centre, France, Europe;Unknown
2;1056;1722-12-5;Unknown;Unknown
2;4;1722-2-23;Unknown;Unknown
2;135;1722-4-30;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
4;2;1722-5-11;Vienne, Isère (department), Rhône-Alpes, France, Europe;Unknown
2;1057;1722-5-28;Unknown;Unknown
23;2;1722-5-28;Vaux-Villars, Melun, Seine-et-Marne (department), Île-de-France, France, Europe;Unknown
2;135;1722-6-15;Vaux-Villars, Melun, Seine-et-Marne (department), Île-de-France, France, Europe;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;22;1722-6-15;Unknown;Unknown
2;135;1722-6-22;Unknown;Unknown
2;22;1722-6-25;Unknown;Unknown
2;135;1722-6-30;Unknown;Unknown
2;135;1722-7-1;Unknown;Unknown
2;22;1722-7-15;Unknown;Unknown
2;183;1722-7-15;Unknown;Unknown
2;1057;1722-7-15;Unknown;Unknown
2;22;1722-8-10;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;22;1722-8-15;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;183;1722-9-11;Unknown;Unknown
2;22;1722-9-11;Unknown;Unknown
24;1058;1722-9-13;"Cambrai, Nord (department), Nord-Pas-de-Calais, France,
                     Europe";Unknown
4;1037;1722-9-20;Brussels, Bruxelles (region), Belgium, Europe;Unknown
2;22;1722-9-8;Brussels, Bruxelles (region), Belgium, Europe;Unknown
2;135;1723-1-15;château d'Ussé, Rigny-Ussé, Indre-et-Loire (department), Centre, France, Europe;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;1059;1723-1-3;Unknown;Unknown
2;22;1723-1-3;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;135;1723-1-5;château d'Ussé, Rigny-Ussé, Indre-et-Loire (department), Centre, France, Europe;Unknown
2;22;1723-10-10;Unknown;Unknown
2;22;1723-10-11;Unknown;Unknown
2;135;1723-10-20;Unknown;Unknown
2;135;1723-10-25;Vaux-Villars, Melun, Seine-et-Marne (department), Île-de-France, France, Europe;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;135;1723-10-30;Maisons-Alfort, Val-de-Marne (department), Île-de-France, France, Europe;Unknown
2;22;1723-10-30;Unknown;Unknown
2;135;1723-10-8;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;1060;1723-11-30;Unknown;Richelieu, Indre-et-Loire, Centre, France, Europe
25;2;1723-12-10;Unknown;Unknown
2;135;1723-12-15;Unknown;Unknown
26;2;1723-12-15;Unknown;Unknown
27;2;1723-12-15;Unknown;Unknown
2;1060;1723-12-15;Unknown;Unknown
2;135;1723-12-20;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;26;1723-12-28;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;1061;1723-12-30;Unknown;Unknown
2;25;1723-12-5;Unknown;Unknown
4;1062;1723-2-11;Greater London, England, United Kingdom, Europe;Unknown
2;22;1723-3-29;Rouen, Seine-Maritime (department), Haute-Normandie, France, Europe;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;26;1723-4-15;Unknown;Unknown
2;135;1723-5-15;Unknown;Unknown
2;22;1723-5-31;Unknown;Unknown
2;22;1723-6-10;Unknown;Unknown
2;135;1723-6-12;Unknown;Unknown
2;22;1723-6-15;Unknown;Unknown
2;135;1723-6-28;Unknown;Unknown
2;135;1723-6-7;Unknown;Unknown
2;135;1723-7-15;Unknown;Unknown
2;22;1723-7-17;Unknown;Unknown
2;135;1723-7-3;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;135;1723-8-10;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;22;1723-8-5;Unknown;Unknown
2;221;1723-9-23;Unknown;Unknown
2;318;1723-9-23;La Rivière, near Vinay, Isère (department), Rhône-Alpes, France, Europe;Unknown
2;318;1723-9-24;La Rivière, near Vinay, Isère (department), Rhône-Alpes, France, Europe;Unknown
2;106;1724-1-1;Unknown;Unknown
24;2;1724-1-15;Unknown;Unknown
2;146;1724-1-15;Unknown;Unknown
2;1060;1724-1-20;Unknown;Richelieu, Indre-et-Loire, Centre, France, Europe
2;135;1724-10-10;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;22;1724-10-13;Unknown;Unknown
2;122;1724-10-15;Unknown;Unknown
2;22;1724-10-20;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;135;1724-10-25;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;22;1724-10-5;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;135;1724-10-5;Unknown;Unknown
2;135;1724-10-8;Unknown;Unknown
2;122;1724-11-1;Unknown;Unknown
26;2;1724-11-1;Unknown;Unknown
2;22;1724-11-25;Unknown;Unknown
2;26;1724-11-30;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;106;1724-3-22;Unknown;Unknown
28;18;1724-4-20;Unknown;Unknown
4;1062;1724-5-23;Brussels, Bruxelles (region), Belgium, Europe;Unknown
29;1063;1724-6-1;Unknown;Unknown
18;2;1724-6-27;La Source, Orléans, Loiret (department), Centre, France, Europe;Unknown
2;135;1724-7-10;Unknown;Unknown
2;135;1724-7-20;Paris, Ville de Paris (department), Île-de-France, France, Europe;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;22;1724-7-20;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;135;1724-8-11;Forges-les-Eaux, Seine-Maritime (department), Haute-Normandie, France, Europe;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;22;1724-8-17;Unknown;Unknown
2;135;1724-8-17;Unknown;Unknown
2;135;1724-8-2;Forges-les-Eaux, Seine-Maritime (department), Haute-Normandie, France, Europe;Unknown
2;22;1724-8-2;Forges-les-Eaux, Seine-Maritime (department), Haute-Normandie, France, Europe;Unknown
2;1064;1724-8-2;Unknown;Unknown
2;22;1724-8-21;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;135;1724-8-21;Paris, Ville de Paris (department), Île-de-France, France, Europe;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;22;1724-8-24;Unknown;Unknown
2;135;1724-8-4;Forges-les-Eaux, Seine-Maritime (department), Haute-Normandie, France, Europe;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;22;1724-8-5;Forges-les-Eaux, Seine-Maritime (department), Haute-Normandie, France, Europe;Unknown
2;135;1724-9-10;Unknown;Unknown
2;135;1724-9-20;Unknown;Unknown
30;1063;1724-9-23;Unknown;Unknown
2;22;1724-9-26;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;22;1724-9-27;Unknown;Unknown
2;135;1724-9-28;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;135;1724-9-5;Unknown;Unknown
2;22;1724-9-5;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
31;1065;1725-10-10;Cranford, Hounslow (borough), Greater London, England, United Kingdom, Europe;Unknown
2;135;1725-10-17;Fontainebleau, Seine-et-Marne (department), Île-de-France, France, Europe;Unknown
2;22;1725-10-17;Fontainebleau, Seine-et-Marne (department), Île-de-France, France, Europe;Unknown
2;135;1725-10-18;Fontainebleau, Seine-et-Marne (department), Île-de-France, France, Europe;Unknown
2;1066;1725-10-6;Fontainebleau, Seine-et-Marne (department), Île-de-France, France, Europe;Unknown
2;34;1725-11-13;Fontainebleau, Seine-et-Marne (department), Île-de-France, France, Europe;Unknown
2;1067;1725-11-15;Unknown;Unknown
2;18;1725-12-15;Unknown;Unknown
2;1068;1725-12-15;Unknown;Unknown
18;1049;1725-12-5;Unknown;Unknown
2;135;1725-3-1;Unknown;Unknown
2;1069;1725-3-20;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
32;1060;1725-3-26;Unknown;Richelieu, Indre-et-Loire, Centre, France, Europe
2;1060;1725-3-26;Unknown;Unknown
26;2;1725-4-13;Unknown;Unknown
2;135;1725-5-23;Versailles, Yvelines (department), Île-de-France, France, Europe;Unknown
2;22;1725-5-23;Versailles, Yvelines (department), Île-de-France, France, Europe;Unknown
33;1070;1725-5-25;Unknown;Unknown
2;135;1725-5-28;Versailles, Yvelines (department), Île-de-France, France, Europe;Unknown
2;1070;1725-5-29;Versailles, Yvelines (department), Île-de-France, France, Europe;Unknown
34;2;1725-5-31;Unknown;Unknown
2;26;1725-6-1;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;22;1725-6-21;Unknown;Unknown
2;22;1725-6-27;Unknown;Unknown
2;135;1725-6-27;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;34;1725-6-4;Unknown;Unknown
2;135;1725-6-4;Unknown;Unknown
2;135;1725-7-23;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;135;1725-7-3;Unknown;Unknown
2;22;1725-8-1;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
4;70;1725-8-11;Brussels, Bruxelles (region), Belgium, Europe;Unknown
2;135;1725-8-20;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;22;1725-8-24;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
4;2;1725-9-11;Unknown;Unknown
2;135;1725-9-17;Fontainebleau, Seine-et-Marne (department), Île-de-France, France, Europe;Unknown
2;1071;1726-10-26;Wandsworth, Wandsworth (borough), Greater London, England, United Kingdom, Europe;Unknown
2;22;1726-10-26;Unknown;Unknown
2;1072;1726-10-27;Unknown;Unknown
2;135;1726-10-27;Greater London, England, United Kingdom, Europe;Unknown
2;22;1726-11-15;Unknown;Unknown
2;22;1726-11-15;Unknown;Unknown
35;62;1726-2-15;"Paris, Ville de Paris (department), Île-de-France, France,
                     Europe";Unknown
36;38;1726-2-5;Unknown;Unknown
35;62;1726-2-6;Paris, Ville de Paris (department), Île-de-France, France, Europe;Dijon, Côte-d'Or, Bourgogne, France, Europe
37;24;1726-2-8;Unknown;Unknown
36;38;1726-3-23;Unknown;Unknown
15;36;1726-3-28;Unknown;Unknown
36;38;1726-3-28;Versailles, Yvelines (department), Île-de-France, France, Europe;Unknown
2;135;1726-4-10;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
38;36;1726-4-16;Unknown;Unknown
38;36;1726-4-18;Unknown;Unknown
39;183;1726-4-20;Unknown;Unknown
2;36;1726-4-20;Unknown;Unknown
36;1073;1726-4-21;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;38;1726-4-23;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
38;1073;1726-4-24;Unknown;Unknown
2;22;1726-4-25;Paris, Ville de Paris (department), Île-de-France, France, Europe;Paris, Ville de Paris (department), Île-de-France, France, Europe
38;1073;1726-4-25;Unknown;Unknown
24;38;1726-4-25;Unknown;Unknown
38;1073;1726-4-28;Unknown;Unknown
15;36;1726-4-29;Unknown;Unknown
36;38;1726-4-29;Unknown;Unknown
2;22;1726-4-30;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;135;1726-4-30;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
38;1073;1726-5-1;Unknown;Unknown
2;38;1726-5-1;Unknown;Unknown
38;1073;1726-5-1;Unknown;Unknown
38;1073;1726-5-2;Paris, Ville de Paris (department), Île-de-France, France, Europe;Paris, Ville de Paris (department), Île-de-France, France, Europe
38;1073;1726-5-2;Unknown;Unknown
2;38;1726-5-2;Unknown;Unknown
40;1074;1726-5-29;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
40;1075;1726-5-29;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
41;45;1726-5-29;Unknown;Unknown
42;1076;1726-5-3;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;22;1726-5-5;Calais, Pas-de-Calais (department), Nord-Pas-de-Calais, France, Europe;Unknown
2;38;1726-5-5;Calais, Pas-de-Calais (department), Nord-Pas-de-Calais, France, Europe;Unknown
2;1049;1726-5-6;Calais, Pas-de-Calais (department), Nord-Pas-de-Calais, France, Europe;Paris, Ville de Paris (department), Île-de-France, France, Europe
43;38;1726-5-7;Fresnay-sur-Sarthe, Sarthe (department), Pays de la Loire, France, Europe;Unknown
2;1077;1726-5-8;Unknown;Unknown
44;2;1726-6-29;Unknown;Unknown
2;22;1726-8-12;Unknown;Unknown
22;2;1726-8-16;Unknown;Unknown
2;28;1726-9-30;Unknown;Twickenham, Greater London, England, Europe
22;2;1727-10-15;Unknown;Unknown
2;1078;1727-12-25;White wig, Maiden Lane, Covent Garden, Camden (borough), Greater London, England, United Kingdom, Europe;Unknown
2;22;1727-2-13;Unknown;Unknown
2;22;1727-3-11;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
45;41;1727-3-3;Greater London, England, United Kingdom, Europe;Unknown
2;36;1727-3-31;Unknown;Unknown
2;36;1727-4-18;Greater London, England, United Kingdom, Europe;Unknown
46;38;1727-4-18;Unknown;Unknown
2;1072;1727-5-27;Unknown;Unknown
2;22;1727-5-27;Half Farthing, Wandsworth (borough), Greater London, England, United Kingdom, Europe;Unknown
2;1079;1727-6-14;Half Farthing, Wandsworth (borough), Greater London, England, United Kingdom, Europe;Calais, Pas-de-Calais, Nord-Pas-de-Calais, France, Europe
2;1080;1727-6-16;Unknown;Unknown
2;41;1727-6-16;Unknown;Versailles, Yvelines, Île-de-France, France, Europe
2;1078;1727-6-16;Unknown;Unknown
15;36;1727-6-29;Unknown;Unknown
36;2;1727-6-29;Unknown;Unknown
2;1081;1728-1-1;White wig, Maiden Lane, Covent Garden, Camden (borough), Greater London, England, United Kingdom, Europe;Unknown
2;1082;1728-1-1;White wig, Maiden Lane, Covent Garden, Camden (borough), Greater London, England, United Kingdom, Europe;Unknown
2;1083;1728-1-15;Unknown;Unknown
2;1084;1728-1-29;Greater London, England, United Kingdom, Europe;Unknown
47;1083;1728-11-25;Parsons Green, near Hammersmith and Fulham (borough), Greater London, England, United Kingdom, Europe;Unknown
48;2;1728-12-1;Unknown;Unknown
2;1078;1728-3-1;Unknown;Dublin, county Dublin, Ireland, Europe
2;1085;1728-3-31;Unknown;Unknown
2;1072;1728-4-11;Unknown;Unknown
2;57;1728-4-30;Unknown;Unknown
2;38;1728-4-30;Unknown;Unknown
2;1086;1728-5-10;Unknown;Unknown
2;22;1728-5-2;Greater London, England, United Kingdom, Europe;Unknown
49;2;1728-5-25;Berlin, Berlin (state), Germany, Europe;Unknown
2;22;1728-6-25;Wandsworth, Wandsworth (borough), Greater London, England, United Kingdom, Europe;Unknown
2;28;1728-7-1;Unknown;Unknown
2;1087;1728-7-1;Unknown;Greater London, England, Europe
2;49;1728-7-22;Wandsworth, Wandsworth (borough), Greater London, England, United Kingdom, Europe;Unknown
2;22;1728-8-15;Greater London, England, United Kingdom, Europe;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;1083;1728-8-3;Wandsworth, Wandsworth (borough), Greater London, England, United Kingdom, Europe;Unknown
2;174;1729-11-11;Unknown;Unknown
2;22;1729-12-0;Unknown;Unknown
2;22;1729-12-1;Unknown;Unknown
2;22;1729-2-1;Unknown;Unknown
2;22;1729-3-10;Unknown;Unknown
2;22;1729-3-25;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;22;1729-3-31;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;22;1729-3-31;Unknown;Unknown
2;1088;1729-4-0;Unknown;Unknown
2;22;1729-4-1;Unknown;Unknown
2;22;1729-4-16;Unknown;Unknown
2;1089;1729-4-18;Paris, Ville de Paris (department), Île-de-France, France, Europe;Greater London, England, Europe
2;38;1729-4-19;Unknown;Unknown
2;22;1729-4-2;Saint-Germain-en-Laye, Yvelines (department), Île-de-France, France, Europe;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;22;1729-4-4;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;22;1729-4-7;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;36;1729-4-7;Unknown;Unknown
36;2;1729-4-9;Unknown;Unknown
2;22;1729-5-15;Unknown;Unknown
2;22;1729-5-8;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;22;1729-7-1;Unknown;Unknown
2;1090;1729-7-12;Plombières-les-Bains, Vosges (department), Lorraine, France, Europe;Unknown
2;22;1729-7-3;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;22;1729-7-5;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;22;1729-8-12;Paris, Ville de Paris (department), Île-de-France, France, Europe;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;177;1729-9-1;Unknown;Unknown
2;52;1730-1-3;Unknown;Unknown
2;22;1730-1-5;Unknown;Unknown
2;38;1730-10-1;Unknown;Unknown
2;38;1730-11-10;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
50;26;1730-11-30;Paris, Ville de Paris (department), Île-de-France, France, Europe;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;132;1730-11-30;Unknown;Unknown
2;38;1730-11-9;Unknown;Unknown
2;1091;1730-12-1;Unknown;Unknown
2;145;1730-12-10;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;26;1730-12-12;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;1092;1730-12-12;Unknown;Unknown
27;24;1730-12-12;Unknown;Unknown
2;22;1730-12-20;Unknown;Unknown
51;38;1730-12-21;Unknown;Unknown
26;2;1730-12-28;Rouen, Seine-Maritime (department), Haute-Normandie, France, Europe;Unknown
2;174;1730-12-30;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;22;1730-12-5;Unknown;Unknown
2;1093;1730-12-5;Unknown;Unknown
52;2;1730-2-17;Zweibrücken, Rhineland-Palatinate (state), Germany, Europe;Unknown
2;52;1730-3-1;Unknown;Unknown
52;2;1730-3-19;Zweibrücken, Rhineland-Palatinate (state), Germany, Europe;Unknown
52;2;1730-5-18;Zweibrücken, Rhineland-Palatinate (state), Germany, Europe;Paris, Ville de Paris (department), Île-de-France, France, Europe
53;38;1730-8-15;Unknown;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;26;1731-1-10;Paris, Ville de Paris (department), Île-de-France, France, Europe;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
50;26;1731-1-10;Paris, Ville de Paris (department), Île-de-France, France, Europe;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;318;1731-1-15;Unknown;Unknown
2;26;1731-1-30;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
50;26;1731-1-31;Paris, Ville de Paris (department), Île-de-France, France, Europe;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;132;1731-1-7;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
50;26;1731-1-8;Paris, Ville de Paris (department), Île-de-France, France, Europe;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;50;1731-10-15;Unknown;Unknown
54;1094;1731-10-15;Unknown;Unknown
2;26;1731-10-2;"Paris, Ville de Paris (department), Île-de-France, France,
                     Europe";Unknown
2;1095;1731-11-20;Unknown;Unknown
2;26;1731-11-20;"Paris, Ville de Paris (department), Île-de-France, France,
                     Europe";Unknown
2;50;1731-11-21;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
